category_path,emission_type,fuel_type,factor_value,unit_cn,source
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 甲烷,甲烷,河南、湖北、湖南、广东、广西、海南,8.45,因子 （kgCH₄/(head·year)）,本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 甲烷,甲烷,重庆、四川、贵州、云南、西藏,6.51,因子 （kgCH₄/(head·year)）,本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 甲烷,甲烷,陕西、甘肃、青海、宁夏、新疆,5.93,因子 （kgCH₄/(head·year)）,本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 氧化亚氮,氧化亚氮,北京、天津、河北、内蒙古、山西,1.846,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 氧化亚氮,氧化亚氮,辽宁、吉林、黑龙江,1.096,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 氧化亚氮,氧化亚氮,上海、江苏、浙江、安徽、福建、江西、山东,2.065,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 氧化亚氮,氧化亚氮,河南、湖北、湖南、广东、广西、海南,1.71,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 氧化亚氮,氧化亚氮,重庆、四川、贵州、云南、西藏,1.884,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 奶牛 > 氧化亚氮,氧化亚氮,陕西、甘肃、青海、宁夏、新疆,1.447,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 甲烷,甲烷,北京、天津、河北、内蒙古、山西,2.82,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 甲烷,甲烷,辽宁、吉林、黑龙江,1.02,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 甲烷,甲烷,上海、江苏、浙江、安徽、福建、江西、山东,3.31,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 甲烷,甲烷,河南、湖北、湖南、广东、广西、海南,4.72,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 甲烷,甲烷,重庆、四川、贵州、云南、西藏,3.21,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 甲烷,甲烷,陕西、甘肃、青海、宁夏、新疆,1.86,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 氧化亚氮,氧化亚氮,北京、天津、河北、内蒙古、山西,0.794,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 氧化亚氮,氧化亚氮,辽宁、吉林、黑龙江,0.913,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 氧化亚氮,氧化亚氮,上海、江苏、浙江、安徽、福建、江西、山东,0.846,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 氧化亚氮,氧化亚氮,河南、湖北、湖南、广东、广西、海南,0.805,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 氧化亚氮,氧化亚氮,重庆、四川、贵州、云南、西藏,0.691,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 肉牛 > 氧化亚氮,氧化亚氮,陕西、甘肃、青海、宁夏、新疆,0.545,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 甲烷,甲烷,北京、天津、河北、内蒙古、山西,/,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 甲烷,甲烷,辽宁、吉林、黑龙江,/,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 甲烷,甲烷,上海、江苏、浙江、安徽、福建、江西、山东,5.55,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 甲烷,甲烷,河南、湖北、湖南、广东、广西、海南,8.24,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 甲烷,甲烷,重庆、四川、贵州、云南、西藏,1.53,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 甲烷,甲烷,陕西、甘肃、青海、宁夏、新疆,/,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 氧化亚氮,氧化亚氮,北京、天津、河北、内蒙古、山西,/,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 氧化亚氮,氧化亚氮,辽宁、吉林、黑龙江,/,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 氧化亚氮,氧化亚氮,上海、江苏、浙江、安徽、福建、江西、山东,0.875,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 氧化亚氮,氧化亚氮,河南、湖北、湖南、广东、广西、海南,0.86,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 氧化亚氮,氧化亚氮,重庆、四川、贵州、云南、西藏,1.197,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 水牛 > 氧化亚氮,氧化亚氮,陕西、甘肃、青海、宁夏、新疆,/,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 甲烷,甲烷,北京、天津、河北、内蒙古、山西,0.15,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 甲烷,甲烷,辽宁、吉林、黑龙江,0.15,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 甲烷,甲烷,上海、江苏、浙江、安徽、福建、江西、山东,0.26,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 甲烷,甲烷,河南、湖北、湖南、广东、广西、海南,0.34,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 甲烷,甲烷,重庆、四川、贵州、云南、西藏,0.48,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 甲烷,甲烷,陕西、甘肃、青海、宁夏、新疆,0.28,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 氧化亚氮,氧化亚氮,北京、天津、河北、内蒙古、山西,0.093,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 氧化亚氮,氧化亚氮,辽宁、吉林、黑龙江,0.057,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 氧化亚氮,氧化亚氮,上海、江苏、浙江、安徽、福建、江西、山东,0.113,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 氧化亚氮,氧化亚氮,河南、湖北、湖南、广东、广西、海南,0.106,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 氧化亚氮,氧化亚氮,重庆、四川、贵州、云南、西藏,0.064,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 绵羊 > 氧化亚氮,氧化亚氮,陕西、甘肃、青海、宁夏、新疆,0.074,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 甲烷,甲烷,北京、天津、河北、内蒙古、山西,0.17,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 甲烷,甲烷,辽宁、吉林、黑龙江,0.16,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 甲烷,甲烷,上海、江苏、浙江、安徽、福建、江西、山东,0.28,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 甲烷,甲烷,河南、湖北、湖南、广东、广西、海南,0.31,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 甲烷,甲烷,重庆、四川、贵州、云南、西藏,0.53,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 甲烷,甲烷,陕西、甘肃、青海、宁夏、新疆,0.32,因子 (kgCH₄/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 氧化亚氮,氧化亚氮,北京、天津、河北、内蒙古、山西,0.093,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 氧化亚氮,氧化亚氮,辽宁、吉林、黑龙江,0.057,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 氧化亚氮,氧化亚氮,上海、江苏、浙江、安徽、福建、江西、山东,0.113,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
农、林、牧、渔业 > 畜禽养殖企业 > 动物粪便管理 > 粪便管理排放因子 > 山羊 > 氧化亚氮,氧化亚氮,河南、湖北、湖南、广东、广西、海南,0.106,因子 (kgN₂O/(head·year)),本土化数据，数据来源于《温室气体排放核算与报告要求 第22部分：畜禽养殖企业》（GB/T 32151.22-2024）
