product_name,product_name_en,product_id,category,model,cf_value,cf_unit,quality_score,data_year,functional_unit
多晶硅-光伏系统,Polysilicon-photovoltaic system,35470X0142010A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 掺杂用于电子学的化学元素及化学化合物,280MW 多晶硅-光伏系统产业链,2010,tCO2e,4,2010,兆瓦
玉米燃料乙醇,corn-based ethanol,35491X0012019A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,玉米燃料乙醇,4.2007,tCO2e,5,2019,公吨
大豆生物柴油,Soybean biodiesel,35491X0022009A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,生物质能,4.17,tCO2e,4,2009,公吨
油菜籽生物柴油,Rapeseed biodiesel,35491X0032009A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,生物质能,3.074,tCO2e,4,2009,公吨
藻类生物柴油,algae biodiesel,35491X0142010A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,-0.0209,kgCO2e,4,2010,"24 公斤（1,000 MJ）"
藻类生物柴油,algae biodiesel,35491X0042010A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,-0.8688,kgCO2e,4,2010,"24 公斤（1,000 MJ）"
藻类生物柴油,algae biodiesel,35491X0182010A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,0.1358,kgCO2e,4,2010,"24 公斤（1,000 MJ）"
藻类生物柴油,algae biodiesel,35491X0052010A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,5.6567,kgCO2e,4,2010,"24 公斤（1,000 MJ）"
麻疯树生物柴油,Jatropha biodiesel,35491X0062022A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,1184.52,kgCO2e,5,2022,公吨
废食用油,Waste cooking oil,35491X0072021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,由废食用油加工的生物柴油,1382.82,kgCO2e,5,2021,公吨
生物柴油-菜籽油,Rapeseed biodiesel,35491X0222011A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,-168513.52,kgCO2e,4,2011,公吨
菜籽生物柴油,Rapeseed biodiesel,35491X0082011A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,-168513.52,kgCO2e,5,2011,公吨
生物柴油-大豆,Soybean biodiesel,35491X0232020A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,2411.29,kgCO2e,4,2020,公吨
大豆生物柴油,Soybean biodiesel,35491X0092020A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,5195.29,kgCO2e,5,2020,公吨
生物柴油-棉籽油,Cotton seed biodiesel,35491X0262016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,1475,kgCO2e,4,2016,公吨
棉籽生物油,Cottonseed biodiesel,35491X0102016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,1475,kgCO2e,5,2016,公吨
生物柴油-废枇杷籽油,Biodiesel from waste loquat seed oil,35491X0272021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,1128.585,kgCO2e,5,2021,公吨
废枇杷籽油,waste loquat seed oil,35491X0112021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,1128.585,kgCO2e,5,2021,公吨
生物柴油-麻疯树,Biodiesel - Jatropha curcas,35491X0122009A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,51.971,gCO2e,4,2009,MJ
生物柴油,Biodiesel,35491X0272025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 生物柴油,,1.91,tCO2e,5,2025,公吨
RECOFFEE护发油,RECOFFEE Hair Oil,35410X0022021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 香精油和浓缩油及其水馏出物和水溶液；香树脂，香精油脱萜的萜稀副产品；用于工业原料的香体物质混合物,100ml,0.75,kgCO2e,4,2021,瓶
山茶花菁萃油,Camellia Extract Oil,35410X0062021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 未另列明的化学制品 > 香精油和浓缩油及其水馏出物和水溶液；香树脂，香精油脱萜的萜稀副产品；用于工业原料的香体物质混合物,,0.65,kgCO2e,4,2021,瓶
水性涂料,water based paint,35110X0042014A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,1.19972,kgCO2e,4,2014,kg
质感漆,Texture Paint,35110X0022016A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,328.84,kgCO2e,5,2016,公吨
沥青基防水卷材；高分子防水卷材；防水涂料,Bitumen-based waterproofing membrane; polymer waterproofing membrane; waterproof coating,35110X0412021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,0.769,kgCO2e,3,2021,平方米
墙面涂料,Wall paint,35110X0042021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,2560,kgCO2e,3,2021,公吨
防水涂料,Waterproof coating,35110X0072022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,5.62,kgCO2e,3,2022,平方米
防水涂料,Waterproof coating,35110X0062022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,1410,kgCO2e,3,2022,公吨
水性建筑涂料,Waterborne architectural coatings,35110X0082021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,171,kgCO2e,5,2021,公吨
水性建筑涂料,Waterborne architectural coatings,35110X0382021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,163,kgCO2e,3,2021,公吨
水性防水涂料,Waterborne waterproof coating,35110X0372021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,427,kgCO2e,3,2021,公吨
水性建筑涂料,Waterborne architectural coatings,35110X0262021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,138,kgCO2e,3,2021,公吨
水性防水涂料,Waterborne waterproof coating,35110X0252021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,404,kgCO2e,3,2021,公吨
水性建筑涂料,Waterborne architectural coatings,35110X0242021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,119,kgCO2e,3,2021,公吨
水性防水涂料,Waterborne waterproof coating,35110X0232021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,495,kgCO2e,3,2021,公吨
水性建筑涂料,Waterborne architectural coatings,35110X0332021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,131,kgCO2e,3,2021,公吨
水性防水涂料,Waterborne waterproof coating,35110X0342021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,430,kgCO2e,3,2021,公吨
水性建筑涂料,Waterborne architectural coatings,35110X0292021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,167,kgCO2e,3,2021,公吨
水性防水涂料,Waterborne waterproof coating,35110X0322021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,430,kgCO2e,3,2021,公吨
高固含量型防水涂料,High solid content type waterproof coating,35110X0272022B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,1460,kgCO2e,3,2022,公吨
水性防水涂料,Waterborne waterproof coating,35110X0402021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,390,kgCO2e,3,2021,公吨
水性建筑涂料,Waterborne architectural coatings,35110X0392021B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,131,kgCO2e,3,2021,公吨
烤漆活动（已考虑上游排放）,Painting activities (upstream emissions considered),35110X0422018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,7.7475,kgCO2e,4,2018,平方米
内墙艺术漆（雅晶石粗砂/雅晶石细砂/膏状微水泥/膏状玛曼驽）,Interior Wall Art Paint (Crystal Stone Coarse Sand / Crystal Stone Fine Sand / Paste Microcement / Paste Marble),35110X0432024B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,雅晶石粗砂/雅晶石细砂/膏状微水泥/膏状玛曼驽,1.398,kgCO2e,5,2024,kg
外墙仿石漆（曼彩石 U+/砾彩漆/曼彩石/丽晶石）,Exterior Stone-Effect Paint (Color Stone U+/Gravel Color Paint/Color Stone/Crystal Stone),35110X0442024B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,曼彩石 U+/砾彩漆/曼彩石/丽晶石,0.934,kgCO2e,5,2024,kg
聚合物防水涂料,Polymer Waterproofing Coatings,35110X0452025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,1276,kgCO2e,5,2025,公吨
内墙乳胶漆,Interior latex paint,35110X0462025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,1445,kgCO2e,5,2025,公吨
内墙无机涂料,Interior inorganic paint,35110X0472025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,687.6,kgCO2e,5,2025,公吨
油漆涂料（平均）,Paints and coatings (average),35110X0482026C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,3297.3,kgCO2e,5,2026,公吨
合成树脂乳液外墙涂料,Synthetic resin emulsion exterior paint,35110X0492025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,2024.94,kgCO2e,5,2025,公吨
合成树脂乳液砂壁状外墙涂料,Synthetic resin emulsion textured exterior paint,35110X0502025C,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 涂料和清漆及有关制品；供艺术家用的色料，墨水 > 涂料和清漆和相关产品,,623,kgCO2e,5,2025,公吨
普通洗衣液（20%活性物）,Ordinary Laundry Detergent (20% actives),35322X0262021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 肥皂、清洁用品、香水及盥洗用品 > 去垢剂及洗涤制品,蓝月亮普通洗衣液（20%活性物）,9.25,kgCO2e,5,2021,kg
浓缩洗涤液（47%活性物）,Concentrated washing liquid (47% actives),35322X0272021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 肥皂、清洁用品、香水及盥洗用品 > 去垢剂及洗涤制品,蓝月亮浓缩洗衣液（47%活性物）,10.53,kgCO2e,5,2021,kg
洗涤液,Washing liquid,35322X0012021A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 肥皂、清洁用品、香水及盥洗用品 > 去垢剂及洗涤制品,,0.97,kgCO2e,3,2021,kg
500mL 无火香薰,500mL Flame-Free Aromatherapy Diffuser,35331X0012024B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 肥皂、清洁用品、香水及盥洗用品 > 房间加香或除臭用品,500ml,3.6013,kgCO2e,5,2024,套
阴离子表面活性剂,Anionic surfactants,35310X0012018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 肥皂、清洁用品、香水及盥洗用品 > 有机表面活性剂，肥皂除外,三乙醇胺酯季铵盐（C16–C18 TEA-quat）,0.495,kgCO2e,3,2018,kg
 非离子表面活性剂 C12-C14 氧化胺, Non-ionic surfactant C12–C14 amine oxide,35310X0022018A,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 肥皂、清洁用品、香水及盥洗用品 > 有机表面活性剂，肥皂除外, C12–C14 AO，CAS No.308062-28-4,2.745,kgCO2e,4,2018,kg
茶树洗发精,无,35321X0012019B,首页 > 其他可运输货物，金属制品、机械和设备除外 > 其他化学制品；人造纤维 > 肥皂、清洁用品、香水及盥洗用品 > 肥皂；做肥皂用的有机表面活性产品及制品；浸渍过、涂过或涂抹了肥皂或去垢剂的纸、填料、毛布和非纺织物,,0.0271,kgCO2e,3,2019,每7mL
