activity_name,product_name,geography,time_period,sector,unit,cas_number
adipic acid production,succinic acid,RoW,1997 - 2025,Chemicals,kg,000110-15-6
adipic acid production,adipic acid,RoW,1997 - 2025,Chemicals,kg,124-04-9
adiponitrile production,adiponitrile,RER,2021 - 2025,Chemicals,kg,000111-69-3
adiponitrile production,adiponitrile,RoW,2021 - 2025,Chemicals,kg,000111-69-3
adobe brick production,adobe brick,EC,2022 - 2025,Cement & Concrete,kg,
adobe brick production,adobe brick,RoW,2022 - 2025,Cement & Concrete,kg,
"aggregated process-specific inputs, zamak ingot production","aggregated process-specific inputs, zamak ingot production",RER,2023 - 2025,Metals,unit,
"agricultural machinery production, tillage","agricultural machinery, tillage",CH,1995 - 2025,Infrastructure & Machinery; Agriculture & Animal Husbandry,kg,
"agricultural machinery production, tillage","agricultural machinery, tillage",RoW,1995 - 2025,Infrastructure & Machinery; Agriculture & Animal Husbandry,kg,
"agricultural machinery production, unspecified","agricultural machinery, unspecified",CH,1995 - 2025,Infrastructure & Machinery; Agriculture & Animal Husbandry,kg,
"agricultural machinery production, unspecified","agricultural machinery, unspecified",RoW,1995 - 2025,Infrastructure & Machinery; Agriculture & Animal Husbandry,kg,
agricultural trailer production,agricultural trailer,CH,1995 - 2025,Infrastructure & Machinery; Agriculture & Animal Husbandry,kg,
agricultural trailer production,agricultural trailer,RoW,1995 - 2025,Infrastructure & Machinery; Agriculture & Animal Husbandry,kg,
"air compressor production, screw-type compressor, 300kW","air compressor, screw-type compressor, 300kW",RER,2006 - 2025,Infrastructure & Machinery,unit,
"air compressor production, screw-type compressor, 300kW","air compressor, screw-type compressor, 300kW",RoW,2006 - 2025,Infrastructure & Machinery,unit,
"air compressor production, screw-type compressor, 4kW","air compressor, screw-type compressor, 4kW",RER,2006 - 2025,Infrastructure & Machinery,unit,
"air compressor production, screw-type compressor, 4kW","air compressor, screw-type compressor, 4kW",RoW,2006 - 2025,Infrastructure & Machinery,unit,
"air distribution terminal panel production, steel, 120 m3/h","air distribution terminal panel, steel, 120 m3/h",CH,2003 - 2025,Infrastructure & Machinery,unit,
"air distribution terminal panel production, steel, 120 m3/h","air distribution terminal panel, steel, 120 m3/h",RoW,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, central unit, 600 m3/h","air filter, central unit, 600 m3/h",RER,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, central unit, 600 m3/h","air filter, central unit, 600 m3/h",RoW,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, decentralized unit, 180-250 m3/h","air filter, decentralized unit, 180-250 m3/h",RER,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, decentralized unit, 180-250 m3/h","air filter, decentralized unit, 180-250 m3/h",RoW,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, decentralized unit, 250 m3/h","air filter, decentralized unit, 250 m3/h",RER,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, decentralized unit, 250 m3/h","air filter, decentralized unit, 250 m3/h",RoW,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, in exhaust air valve","air filter, in exhaust air valve",RER,2003 - 2025,Infrastructure & Machinery,unit,
"air filter production, in exhaust air valve","air filter, in exhaust air valve",RoW,2003 - 2025,Infrastructure & Machinery,unit,
"air input/output unit production, heat and power co-generation unit, 160kW electrical","air input/output unit, heat and power co-generation unit, 160kW electrical",RER,1987 - 2025,Infrastructure & Machinery; Heat; Electricity,unit,
"air input/output unit production, heat and power co-generation unit, 160kW electrical","air input/output unit, heat and power co-generation unit, 160kW electrical",RoW,1987 - 2025,Infrastructure & Machinery; Heat; Electricity,unit,
air separation facility construction,air separation facility,RER,1997 - 2025,Infrastructure & Machinery,unit,
air separation facility construction,air separation facility,RoW,1997 - 2025,Infrastructure & Machinery,unit,
"aircraft production, agricultural","aircraft, agricultural",GLO,2021 - 2025,Agriculture & Animal Husbandry; Infrastructure & Machinery; Transport,unit,
"aircraft production, belly-freight aircraft, long haul","aircraft, belly freight, long haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, belly-freight aircraft, medium haul","aircraft, belly freight, medium haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, belly-freight aircraft, short haul","aircraft, belly freight, short haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, belly-freight aircraft, very short haul","aircraft, belly freight, very short haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, dedicated freight aircraft, long haul","aircraft, dedicated freight, long haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, dedicated freight aircraft, medium haul","aircraft, dedicated freight, medium haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, dedicated freight aircraft, short haul","aircraft, dedicated freight, short haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, dedicated freight aircraft, very short haul","aircraft, dedicated freight, very short haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, passenger aircraft, long haul","aircraft, passenger, long haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, passenger aircraft, medium haul","aircraft, passenger, medium haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, passenger aircraft, short haul","aircraft, passenger, short haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
"aircraft production, passenger aircraft, very short haul","aircraft, passenger, very short haul",GLO,2016 - 2025,Transport; Infrastructure & Machinery,unit,
airport construction,airport,RER,1990 - 2025,Infrastructure & Machinery; Transport,unit,
airport construction,airport,RoW,1990 - 2025,Infrastructure & Machinery; Transport,unit,
alfalfa/grass silage production,alfalfa-grass silage,CA-QC,2010 - 2025,Agriculture & Animal Husbandry,kg,
alfalfa/grass silage production,alfalfa-grass silage,RoW,2010 - 2025,Agriculture & Animal Husbandry,kg,
alfalfa/grass silage production,alfalfa-grass silage,ZA,2016 - 2025,Agriculture & Animal Husbandry,kg,
"alfalfa-grass mixture production, Swiss integrated production","alfalfa-grass mixture, Swiss integrated production",CH,2001 - 2025,Agriculture & Animal Husbandry,kg,
"alkyd paint production, white, solvent-based, product in 60% solution state","alkyd paint, white, without solvent, in 60% solution state",RER,1995 - 2025,Chemicals,kg,
"alkyd paint production, white, solvent-based, product in 60% solution state","alkyd paint, white, without solvent, in 60% solution state",RoW,1995 - 2025,Chemicals,kg,
"alkyd paint production, white, water-based, product in 60% solution state","alkyd paint, white, without water, in 60% solution state",RER,1995 - 2025,Chemicals,kg,
"alkyd paint production, white, water-based, product in 60% solution state","alkyd paint, white, without water, in 60% solution state",RoW,1995 - 2025,Chemicals,kg,
"alkyd resin production, long oil, product in 70% white spirit solution state","alkyd resin, long oil, without solvent, in 70% white spirit solution state",RER,1995 - 2025,Chemicals,kg,
"alkyd resin production, long oil, product in 70% white spirit solution state","alkyd resin, long oil, without solvent, in 70% white spirit solution state",RoW,1995 - 2025,Chemicals,kg,
alkyl sulfate (C12-14) production,alkyl sulfate (C12-14),GLO,2015 - 2025,Chemicals,kg,
"alkylbenzene production, linear","alkylbenzene, linear",CA-QC,1995 - 2025,Chemicals,kg,
"alkylbenzene production, linear","alkylbenzene, linear",RER,1995 - 2025,Chemicals,kg,
"alkylbenzene production, linear","alkylbenzene, linear",RoW,1995 - 2025,Chemicals,kg,
"alkylbenzene sulfonate production, linear, petrochemical","alkylbenzene sulfonate, linear, petrochemical",RER,1992 - 2025,Chemicals,kg,
"alkylbenzene sulfonate production, linear, petrochemical","alkylbenzene sulfonate, linear, petrochemical",RoW,1992 - 2025,Chemicals,kg,
"alkylketene dimer sizing agent production, for paper production","alkylketene dimer sizing agent, for paper production",RER,2000 - 2025,Chemicals; Pulp & Paper,kg,
"alkylketene dimer sizing agent production, for paper production","alkylketene dimer sizing agent, for paper production",RoW,2000 - 2025,Chemicals; Pulp & Paper,kg,
"allyl alcohol production, allyl chloride hydrolysis",allyl alcohol,RER,2015 - 2025,Chemicals,kg,107-18-6
"allyl alcohol production, allyl chloride hydrolysis",allyl alcohol,RoW,2015 - 2025,Chemicals,kg,107-18-6
"allyl chloride production, reaction of propylene and chlorine",allyl chloride,RER,1998 - 2025,Chemicals,kg,000107-05-1
"allyl chloride production, reaction of propylene and chlorine","1,3-dichloropropene",RER,1998 - 2025,Chemicals,kg,542-75-6
"allyl chloride production, reaction of propylene and chlorine","hydrochloric acid, without water, in 30% solution state",RER,1998 - 2025,Chemicals,kg,7647-01-0
"allyl chloride production, reaction of propylene and chlorine","1,3-dichloropropene",RoW,1998 - 2025,Chemicals,kg,542-75-6
"allyl chloride production, reaction of propylene and chlorine","hydrochloric acid, without water, in 30% solution state",RoW,1998 - 2025,Chemicals,kg,7647-01-0
"allyl chloride production, reaction of propylene and chlorine",allyl chloride,RoW,1998 - 2025,Chemicals,kg,000107-05-1
almond production,almond,CN,2009 - 2025,Agriculture & Animal Husbandry,kg,
almond production,almond,RoW,2009 - 2025,Agriculture & Animal Husbandry,kg,
almond production,almond,US,2009 - 2025,Agriculture & Animal Husbandry,kg,
alpha-naphthol production,sodium hydrogen sulfite,RER,2010 - 2025,Chemicals,kg,007631-90-5
alpha-naphthol production,alpha-naphthol,RER,2010 - 2025,Chemicals,kg,000090-15-3
alpha-naphthol production,alpha-naphthol,RoW,2010 - 2025,Chemicals,kg,000090-15-3
alpha-naphthol production,sodium hydrogen sulfite,RoW,2010 - 2025,Chemicals,kg,007631-90-5
alpha-picoline production,alpha-picoline,RER,2010 - 2025,Chemicals,kg,000109-06-8
alpha-picoline production,alpha-picoline,RoW,2010 - 2025,Chemicals,kg,000109-06-8
alumina saggar production,alumina saggar,GLO,2023 - 2025,Batteries,kg,
"aluminium alloy production, AlLi","aluminium alloy, AlLi",CA-QC,2013 - 2025,Metals,kg,
"aluminium alloy production, AlLi","copper, cathode",CA-QC,2013 - 2025,Metals,kg,007440-50-8
"aluminium alloy production, AlLi","aluminium alloy, AlLi",RoW,2013 - 2025,Metals,kg,
"aluminium alloy production, AlLi","copper, cathode",RoW,2013 - 2025,Metals,kg,007440-50-8
"aluminium alloy production, AlMg3","aluminium alloy, AlMg3",RER,1998 - 2025,Metals,kg,
"aluminium alloy production, AlMg3","aluminium alloy, AlMg3",RoW,1998 - 2025,Metals,kg,
"aluminium alloy production, Metallic Matrix Composite","copper, cathode",CA-QC,2013 - 2025,Metals,kg,007440-50-8
"aluminium alloy production, Metallic Matrix Composite","aluminium alloy, metal matrix composite",CA-QC,2013 - 2025,Metals,kg,
"aluminium alloy production, Metallic Matrix Composite","copper, cathode",RoW,2013 - 2025,Metals,kg,007440-50-8
"aluminium alloy production, Metallic Matrix Composite","aluminium alloy, metal matrix composite",RoW,2013 - 2025,Metals,kg,
"aluminium around steel bi-metal stranded cable production, 3x3.67mm external diameter wire","aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",CA-QC,2012 - 2025,Metals; Infrastructure & Machinery,m,
"aluminium around steel bi-metal stranded cable production, 3x3.67mm external diameter wire","aluminium around steel bi-metal stranded cable, 3x3.67mm external diameter wire",RoW,2012 - 2025,Metals; Infrastructure & Machinery,m,
"aluminium around steel bi-metal wire production, 3.67 mm external diameter","aluminium around steel bi-metal wire, 3.67mm external diameter",CA-QC,2012 - 2025,Metals; Infrastructure & Machinery,m,
"aluminium around steel bi-metal wire production, 3.67 mm external diameter","aluminium around steel bi-metal wire, 3.67mm external diameter",RoW,2012 - 2025,Metals; Infrastructure & Machinery,m,
aluminium casting facility construction,aluminium casting facility,RER,2002 - 2025,Infrastructure & Machinery; Metals,unit,
aluminium casting facility construction,aluminium casting facility,RoW,2002 - 2025,Infrastructure & Machinery; Metals,unit,
aluminium chloride production,aluminium chloride,GLO,2015 - 2025,Chemicals,kg,007446-70-0
"aluminium collector foil production, for Li-ion battery","aluminium collector foil, for Li-ion battery",GLO,2010 - 2025,Batteries,kg,
"aluminium drilling, computer numerical controlled","aluminium removed by drilling, computer numerical controlled",RER,2006 - 2025,Metals,kg,
"aluminium drilling, computer numerical controlled","aluminium removed by drilling, computer numerical controlled",RoW,2006 - 2025,Metals,kg,
"aluminium drilling, conventional","aluminium removed by drilling, conventional",RER,2006 - 2025,Metals,kg,
"aluminium drilling, conventional","aluminium removed by drilling, conventional",RoW,2006 - 2025,Metals,kg,
aluminium electrolysis facility construction,aluminium electrolysis facility,RER,2002 - 2025,Infrastructure & Machinery; Metals,unit,
aluminium electrolysis facility construction,aluminium electrolysis facility,RoW,2002 - 2025,Infrastructure & Machinery; Metals,unit,
aluminium fluoride production,aluminium fluoride,RER,2000 - 2025,Chemicals,kg,007784-18-1
aluminium fluoride production,aluminium fluoride,RoW,2000 - 2025,Chemicals,kg,007784-18-1
aluminium hydroxide factory construction,aluminium hydroxide factory,RER,2002 - 2025,Infrastructure & Machinery; Chemicals; Metals,unit,
aluminium hydroxide factory construction,aluminium hydroxide factory,RoW,2002 - 2025,Infrastructure & Machinery; Chemicals; Metals,unit,
aluminium hydroxide production,"gallium, in Bayer liquor from aluminium production",CN,2019 - 2025,Chemicals; Metals,kg,7440-55-3
aluminium hydroxide production,aluminium hydroxide,CN,2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,"IAI Area, Asia, without China and GCC",2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,"IAI Area, Gulf Cooperation Council",2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,"IAI Area, Russia and Eastern Europe",2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,"IAI Area, South America",2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,"IAI Area, Western and Central Europe",2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,RNA,2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,RoW,2019 - 2025,Chemicals; Metals,kg,021645-51-2
aluminium hydroxide production,aluminium hydroxide,UN-OCEANIA,2019 - 2025,Chemicals; Metals,kg,021645-51-2
"aluminium ingot, primary, to aluminium, cast alloy market","aluminium, cast alloy",GLO,2015 - 2025,Metals,kg,
"aluminium ingot, primary, to aluminium, wrought alloy market","aluminium, wrought alloy",GLO,2015 - 2025,Metals,kg,
aluminium melting furnace production,aluminium melting furnace,RER,2002 - 2025,Infrastructure & Machinery; Metals,unit,
aluminium melting furnace production,aluminium melting furnace,RoW,2002 - 2025,Infrastructure & Machinery; Metals,unit,
"aluminium milling, average","aluminium removed by milling, average",RER,2006 - 2025,Metals,kg,
"aluminium milling, average","aluminium removed by milling, average",RoW,2006 - 2025,Metals,kg,
"aluminium milling, dressing","aluminium removed by milling, dressing",RER,2006 - 2025,Metals,kg,
"aluminium milling, dressing","aluminium removed by milling, dressing",RoW,2006 - 2025,Metals,kg,
"aluminium milling, large parts","aluminium removed by milling, large parts",RER,2006 - 2025,Metals,kg,
"aluminium milling, large parts","aluminium removed by milling, large parts",RoW,2006 - 2025,Metals,kg,
"aluminium milling, small parts","aluminium removed by milling, small parts",RER,2006 - 2025,Metals,kg,
"aluminium milling, small parts","aluminium removed by milling, small parts",RoW,2006 - 2025,Metals,kg,
aluminium oxide factory construction,aluminium oxide factory,RER,2002 - 2025,Infrastructure & Machinery; Chemicals; Metals,unit,
aluminium oxide factory construction,aluminium oxide factory,RoW,2002 - 2025,Infrastructure & Machinery; Chemicals; Metals,unit,
aluminium oxide production,"aluminium oxide, metallurgical",CN,2019 - 2025,Metals; Chemicals,kg,1344-28-1
aluminium oxide production,"aluminium oxide, non-metallurgical",CN,2019 - 2025,Metals; Chemicals,kg,1344-28-1
